色選択,イン点,アウト点,スピーカーネーム,スピーカーAの文字起こし,スピーカーBの文字起こし,AやB以外
,00:34:00:03,00:34:04:20,船曳2,,もうそれは向こうがもう分かっているわけ 1万円買えるとそれがまあそれこそ4万円だったか40万円だったかな,
,00:34:04:22,00:34:22:05,船曳2,,なってしまうので買えない毛皮が買える で それは最初に洗礼を受けましたね確かにね で一番最初にそれに行ったっていうことで すごくいいキーワードかもしれないですね 当時は多分制度かなり移動めぐる統治というか,
,00:34:22:07,00:34:34:03,伊藤2,確かに今のスリルってすごくいいキーワードかもしれないですね 当時は多分制度かなり移動をめぐる統治というか 移動をめぐる制度というのをしっかりしていながらも 管理もありながらも 多分様々な形の抜け穴というか,,
,00:34:34:05,00:34:43:00,伊藤2,ある種のハックする方法というんですか 今法に言うと もう時にはあったような気がすると ただまさにコロナ禍の移動とかって,,
,00:34:43:01,00:34:52:07,伊藤2,すり抜けるとかコロナ以降ですよね すり抜けるとかハックすることを 許さないぐらい強力な制度というか 管理になっていて,,
,00:34:52:09,00:34:52:19,船曳2,,で。,
,00:34:52:21,00:34:58:16,伊藤2,多分これはさっきのオンラインの話に 繋がってくるんですよね もしかしたら時には制度,,
,00:34:58:18,00:35:02:17,伊藤2,広く言うとマイナンバーとかも入ってくるかもしれないですけれども,,
,00:35:02:19,00:35:07:20,伊藤2,やっぱり全ての個人情報が精度と結びついているところは大きい気がしますね 当時との違いとして,,
,00:35:07:22,00:35:20:12,船曳2,,こうやって伊藤さんに肉声で言われると 今納得した気がする 実は昨日が私誕生日で 昨日が10年目のマイナンバーカードの更新日で,
,00:35:20:14,00:35:21:11,伊藤2,そうだったんですね,,
,00:35:21:11,00:35:28:16,船曳2,,それを3日前に気づいて 昨日それをしたがために,
,00:35:28:18,00:35:43:20,船曳2,,昨日それをしたがために 今私はいわばマイナンバーカードの ちょっと中ぶらりん状態にあるんだけれども そうしたことも やっぱりなんとなく無視しながら生きてきたのが,
,00:35:43:22,00:36:16:07,船曳2,,随分一生懸命やる方なんですけれども もしできなくなっていて でもそれに行った時は それでもやはり日本という強いパスポートを持ちながら 向こうで何かをしていると 実は1ルーブル400円なのが 実は1ルーブル40円ぐらいでしかないので インチキのレートでもって交換をして それで毛皮を買うみたいなことをし,
,00:36:16:09,00:36:35:22,船曳2,,それで毛皮を買うみたいなことをし しかしながら国境の警備隊に捕まるみたいな でもまだ昔のハリウッド映画みたいな スリルと活劇ですよね 言ってみればインディージョーンズ的な でもそうではなくて,
,00:36:36:00,00:36:45:01,船曳2,,非常に俊敏でも何でも 絶対抜けられない制度というのになっていて,
,00:36:45:01,00:36:46:01,伊藤2,てですね。,,
,00:36:46:01,00:36:59:14,船曳2,,コロナから帰ってきた時に羽田でいろいろ書類があれだったので 結局スマホを持ってそれから合計で10日間ぐらいは,
,00:36:59:16,00:37:03:18,船曳2,,我が家から800メートルか何か離れるとビービーってスマホが鳴るという,
,00:37:03:20,00:37:18:19,船曳2,,しかしそれだと実はあるクリニックに行けなくなるという ダブルバインドみたいな 法を犯さなければ クリニックに行けないんだけど クリニックに行くとビビッと行って 国家が起こるっていう,
,00:37:18:21,00:37:24:22,船曳2,,国家が起こるっていう でもそうか あの頃より強くなってるってことですかね,
,00:37:25:00,00:37:28:20,船曳2,,それがまさに隣となると 統治というか統治線みたいなもの まさにむしろ風光じゃないですけど,
,00:37:28:22,00:37:35:12,伊藤2,それがまさにその話で統治というか統治性みたいなもの、まさにむしろ風向じゃないですけど、 最初は外発的に多分そういった様々な機械によって管理されているものが、,,
,00:37:35:14,00:37:44:06,伊藤2,もしかしたらより子供の頃からそういうものを長期間使っていると、 多分身体化されて内面化されていくっていう。,,
,00:37:44:08,00:37:57:06,船曳2,,こんなにも私の社会的な何かにとって 欠陥なんだということを思い知らされた 本当に思い知らされた それはある気がしますね そういうことが今東京駅近いですけど,
,00:37:57:07,00:38:01:17,伊藤2,それはすごくある気がしますね それこそ今東京駅近いですけど国内の移動に見ても新幹線なんかすごい象徴的だなと思っていて,,
,00:38:01:18,00:38:20:04,伊藤2,それこそ今東京駅近いですけど国内の移動に見ても新幹線なんかすごい象徴的だなと思っていて 例えば昔以前の移動ですよね 例えば隣の人と話すとか席を交換するみたいな余白って いろんなところにあったと思うんですよね だからこそ船の中電車の中で出会いが生まれる,,
,00:38:20:06,00:38:57:13,伊藤2,ただ今より効率的により多くの人を遠くへ運ぶために 新幹線もどうなっているかといえば 基本的に一部の自由席ですよね 少ないですよね圧倒的に 少ない自由席を除くと全てが指定席になっていて かつも指定席が見える化されてますよね 最近だとか青と赤のランプみたいなのがついていて ここはこの人みたいな で乗務員の人を回っていると この人は違うところに座っているが分かるみたいなんですね なんかそういう他方でスマホとかがあって すごく移動は私一方で個人化していると思うんですね まさにその間のコミュニケーションがなくなるとか,,
,00:38:57:15,00:39:01:07,伊藤2,まさにその間のコミュニケーションがなくなるとか 何か他人と旅先で話すみたいなことがなくホテルに入るって,,
,00:39:01:09,00:39:05:09,伊藤2,何か他人と旅先で話すみたいなことがなくホテルに入るって 他方でこっち側では移動がすごく個人化している,,
,00:39:05:11,00:39:20:20,伊藤2,ただ他方でもう一方を見るとすごく移動が管理されて制度化されたものになっている このジレンマというかこのちぐはぐさみたいなものが 東京駅とか新幹線からも見えますしコロナからも見えますし 昨今を規定しているように感じるんですよね,,
,00:39:20:22,00:39:25:04,伊藤2,昨今を規定しているように感じるんですよね,,
,00:39:25:06,00:39:36:12,船曳2,,単なるマウンティングかもしれないんですけど 僕はフーコーと友達だったので フーコと友達,
,00:39:36:14,00:39:41:16,伊藤2,それすでパワーワードですよね。 フーコーと友達はパワーワードですよね。,,
,00:39:41:18,00:39:53:05,船曳2,,今日はビラを配ってきたっていうのを 刑務所の横で 刑務所の環境とか条件に関して,
,00:39:53:07,00:40:05:00,船曳2,,彼はもちろん反対をしていたので もっと中の状況を良くしろっていうことを訴えるために,
,00:40:05:02,00:40:17:09,船曳2,,友達たちと刑務所の横でビラを配った あれすごいよね そう,
,00:40:17:11,00:40:20:09,伊藤2,それすごいですね、それを直接聞くみたいな,,
,00:40:20:11,00:40:28:13,船曳2,,お手伝いの人が置いてた飯を食いながら行ってたら,
,00:40:28:15,00:40:52:03,船曳2,,子供が何かの政治闘争か何かで 刑務所に捕まった人のご両親が訪ねてきて 少しでも早く出してほしいし 中の状況が分からないからっていうのを フーコーに相談に来ていて フーコーともう一つその時一緒に住んでいたパートナーがその話をやっていたりしました,
,00:40:52:05,00:41:14:19,船曳2,,例の有名な刑務所のパノプティコンと言いましたっけ それの理論家であるフーコーが素朴に紙のビラを配ったり 捕まっているこの相談をご両親から受けているという,
,00:41:14:21,00:41:18:16,船曳2,,そうですねでもそういうところってやっぱり本から見えないですよね,
,00:41:18:18,00:41:28:07,伊藤2,そういう見えないですよね。一見するとすぐ真っ黒に。,,
,00:41:28:09,00:41:48:22,船曳2,,特に彼は言い方が変ですが サルトルみたいな知識人にならないようにしようと 自分で考えていった人で あの頃はみんなそうだと思うんです サルトル以降はね あんな偉いパレの王様になっちゃいけないと思っていたから 余計だと思うんですけど,
,00:41:49:00,00:41:57:21,船曳2,,そういうことをしていましたが 今や神のびらは違うんだろうな それが今何に変わってるか,
,00:41:57:23,00:42:00:06,伊藤2,それが今や、今何に変わってるかってところですよね。,,
,00:42:00:06,00:42:03:19,船曳2,,今でいうともしかしたら それこそもしかしたらツイッターで発信するかもしれない,
,00:42:03:21,00:42:11:02,伊藤2,今でいうと、もしかしたら、それこそもしかしたらTwitterで発信するかもしれないし、YouTubeで動画を作るかもしれないし。 それをしないといけないのかもしれない,,
,00:42:11:04,00:42:20:23,船曳2,,面白いですね。最後の話もめちゃくちゃ面白い。 僕はチーズの代わりにハッシュタグになったんだなと思います。 そうですね。,
,00:42:21:01,00:42:22:04,伊藤2,まさにそうですねハッシュタグになってますね,,
,00:42:22:06,00:42:39:06,船曳2,,それが完全にプラットフォームから監視されている 何週も回ってもう出れなくなっちゃったのかなと思いつつ。 今日は本当にたっぷり語呈っていただいたとしたら、めちゃくちゃ面白かった。 いろんな使い出のあるのがあります。,
,00:42:39:07,00:42:39:22,伊藤2,ありがとうございました,,
,00:42:39:22,00:42:50:10,D2,,,ます。
,00:42:50:12,00:43:02:05,D2,,,です。
,00:43:02:07,00:43:03:01,伊藤2,ありがとうございまし。,,
,00:43:03:01,00:43:10:11,D2,,,た。
,00:43:10:13,00:43:19:18,伊藤2,あ、移住するんですねしかも ちょうどですね3年ほどトラウトに住んでて はいはいはい 帰ってきてまとめ撮りして スペインに行くと言ってた そうなんですね,,
,00:43:19:19,00:43:21:21,伊藤2,そうなんですね NHKの職員,,
,00:43:21:23,00:43:24:00,船曳2,,職員じゃなくてフリーのディレクターみたいな フリーのディレクターで,
,00:43:24:01,00:43:32:12,D2,,,じゃ。
,00:43:32:14,00:43:43:02,伊藤2,そうなんですね 今は僕立ち会ってますけど 普段はズーム押しで 僕のほとんどもディレクターやってるんで ここで収録しつつ,,
,00:43:43:04,00:43:59:03,伊藤2,ズーム押しで話を聞くと 結構アクロバッチで 来週からは 来週の収録した方が まだまだ まだまだまだ それはそれは,,
,00:43:59:05,00:44:18:09,伊藤2,テーマと関係しますけど 日本で仕事をしているのですね 日本で仕事をしているのですね 日本で仕事をしているのですね これって移住しているようで 普通している? 物理的には移住しているけど いつも日本で移住しているのか 変わらないですね,,
,00:44:18:11,00:44:33:15,船曳2,,昔ダン・カズオが娘のダン・フミのお金でスペインに移住すると言って でも6ヶ月で逃げ返ってきましたね 言葉通じないとか言って スペイン語全然知らない 転職な人というような,
,00:44:33:17,00:44:54:16,伊藤2,先に移住なんて言われたりもしますけど どっちからですかね これは移動なのかどうなのか,,
,00:44:54:18,00:44:57:01,D2,,,なのかな。
,00:44:57:03,00:45:00:22,伊藤2,そういうあり亭の言葉ですけど,,
,00:45:01:00,00:45:31:13,伊藤2,いわゆる従来の身体的なものともしかしたら精神的なものと 周辺環境が全て結びついて移動するみたいな 枠組みでは考えられないことがあまりにも増えすぎていて だからこそ移動というのが一個キーワードにもなっていると思うんですよね はい、ございます はい,,
,00:45:31:15,00:45:51:03,D2,,,は先進の脳と。
,00:45:51:05,00:45:54:18,D2,,,体が。
,00:45:54:20,00:45:57:12,D2,,,懐かしい。
,00:45:57:14,00:46:01:10,伊藤2,確かに しかも一応ディレクター的なことをやっている以上,,
,00:46:01:12,00:46:08:13,D2,,,って、そういうことを。
,00:46:08:15,00:46:13:12,船曳2,,女子に来ないかって言われて断ったりして,
,00:46:13:14,00:46:20:21,D2,,,ことは。
,00:46:20:23,00:46:32:05,船曳2,,すごいですね いや本当そうですよね それこそ船引き先生の本でも マージナルマンの話とかも出てきましたけど マージナルマンとトリックスターとかって,
,00:46:32:07,00:46:57:06,伊藤2,マージナルマンとかトリックスターとかって 現代においてあの概念って一体何みたいなことは 改めて今の話とか考えなきゃいけないなとは それは一つ仕事ですよね 私もそうですね,,
,00:46:57:08,00:47:04:19,伊藤2,一人影響を強く受けた社会学者で ゲオログ・ジンメルっていう ジンメルすごく好き 昔から好きで,,
,00:47:04:21,00:47:09:19,船曳2,,は。,
,00:47:09:21,00:47:11:00,伊藤2,そうなんですよね すごく,,
,00:47:11:02,00:47:15:18,船曳2,,すごく。,
,00:47:15:20,00:47:16:06,船曳2,,なんです。,
,00:47:16:11,00:47:20:12,伊藤2,彼がああいうものを書いているのって 一つ生まれ育った環境だったりとか,,
,00:47:20:13,00:47:35:13,伊藤2,一つ生まれ育った環境だったりとか ゆで系であるというところだったりとか そのマージナル性がかなり影響していて 多分社会学的に一番初めに文章として ある程度読まれる形で よそ者的なものを論じたと 多分人名だと言われていて,,
,00:47:35:15,00:47:43:10,伊藤2,そのものをズバイのストレンチャーなんてものも書いていて それなんか本当に今の社会における 例えば私の地方移住の話とかともつながってきますし,,
,00:47:43:12,00:47:48:18,伊藤2,ああいう時代を越えてあの辺の概念とか 彼の考えはすごく影響を私自身は受けてますね,,
,00:47:48:20,00:47:57:16,伊藤2,彼の考えはすごく影響を私自身は受けてますね そうですね,,
,00:47:57:18,00:48:13:09,伊藤2,末大三郎さんはそうですよね はい分かりました いますよね,,
,00:48:13:11,00:48:24:08,伊藤2,いますよね 夜とか特にいますね この風を感じるのもこの辺の感じですよね,,
,00:48:24:10,00:48:34:23,伊藤2,この風を感じるのもこの辺の感じですよね 抜けますよね本当に,,
,00:48:35:00,00:48:37:14,船曳2,,ここはカットしてくださいと言うべきかどうかわからないんだけど、,
,00:48:37:16,00:48:44:17,船曳2,,天皇って強いんだよね。,
,00:48:44:19,00:48:55:10,船曳2,,天皇があって皇居があると、ここは絶対立てちゃいけないっていうのが… ここは真ん中です。,
,00:48:55:12,00:49:01:00,伊藤2,はい ここ真ん中 向こう側に,,
,00:49:01:01,00:49:05:17,伊藤2,あそこまで行きますか はい,,
,00:49:05:18,00:49:10:11,伊藤2,あそこまで行きますか はい,,
,00:49:10:13,00:49:14:09,船曳2,,オンサインでも看板でも建物でも何でもこうするのに,
,00:49:14:11,00:49:17:01,船曳2,,盆栽。,
,00:49:17:03,00:49:28:19,船曳2,,やっぱり明治以降なのかな 江戸時代でもそうなんですよね 武士の将軍とかそういう,
,00:49:28:21,00:49:32:22,船曳2,,このがあるとこうしたことが可能になる,
,00:49:33:00,00:49:53:10,船曳2,,プラニングでプランに沿って行われるっていうよりは 天皇って存在みたいな何か なんとなく話していればいい感じですかね じゃあこう,
,00:49:53:12,00:50:04:17,伊藤2,これはなんとなく話していればって感じですかね 見なくていい了解です これが結局こうできてる,,
,00:50:04:19,00:50:09:08,船曳2,,例えばパリの凱旋門からシャンジェリデとか,
,00:50:09:10,00:50:13:00,船曳2,,ワシントンDCって言われたこと あそこでも要するに,
,00:50:13:01,00:50:19:16,船曳2,,あそこでも要するに モールという大統領就任式のあそことか,
,00:50:19:18,00:50:24:10,船曳2,,日本でここだけじゃないのかな,
,00:50:24:12,00:50:25:23,伊藤2,そうですよね,,
,00:50:26:00,00:50:29:06,船曳2,,イギリスなんかも象徴的ですよね 宮殿の前の道,
,00:50:29:08,00:50:50:22,伊藤2,イギリスなんかも象徴的ですよね 宮殿の前の道なんかも バッキンガムの。私はイギリスを半年ちょっとくらいしたことがあったんですけど、 ちょうどロンドンオリンピックの時期か何かで、 当時オリンピックの時期でロンドンの、あそこがマラソンのスタートというかゴールなんかに、 まさになってたりして。 イギリスはどちらに?,,
,00:50:51:00,00:50:53:10,船曳2,,最初はリヴァプールに行って、最初はリヴァプールに行って、後半はバース。,
,00:50:53:12,00:51:02:04,伊藤2,イギリスは最初はリバプールの方に行って、最初はリバプールの方に行って、 後半はバースですね。メインはバースの方で、,,
,00:51:02:06,00:51:05:00,伊藤2,当時、なんとなくその広く言うと、世界遺産と街づくりみたいな、そんなところで少し関心を持っていて、,,
,00:51:05:02,00:51:28:00,伊藤2,で、フィバプールはちょうど世界遺産から外されるか外されないかって時期だったんですよね。 まさにその世界遺産的なもの理念よりも発展を選ぶっていう選択をしたんですね。 他方でバースは、もう歴史的にも一度最近日本でオーバーツーリズムを経験しながらも、,,
,00:51:28:01,00:51:33:23,伊藤2,それを乗り越えた地域として知られていたので、ちょっとその2つ自分の目で見たいなと思って、,,
,00:51:34:01,00:51:38:22,伊藤2,それは当時の文部科学省の制度を使っていったというのが2017年ぐらいでした。,,
,00:51:39:00,00:51:56:13,伊藤2,でも現状唯一の比較的長期間の海外という感じですね。 大学院に行くとそういうことはコロナでみたいな感じもあって就職していってところだったので。,,
,00:51:56:15,00:52:05:19,伊藤2,一番直近は海外に行かれたのは 去年、去年と はい むしろ離れて 離れて,,
,00:52:05:21,00:52:23:07,船曳2,,こういう感じですかね お客様にお客,
,00:52:23:09,00:52:27:14,船曳2,,昨年1年を。,
,00:52:27:16,00:52:29:14,伊藤2,最近は行かれるとどういう現地で…,,
,00:52:29:16,00:52:35:06,船曳2,,現地で置いてきました。,
,00:52:35:08,00:52:36:16,船曳2,,今回最後考え。,
,00:52:36:18,00:52:38:20,D2,,,ながら。
,00:52:38:22,00:52:40:06,伊藤2,そうなんですね。,,
,00:52:40:08,00:52:42:09,船曳2,,さっきは言わなかったけど、コロナの頃,
,00:52:42:14,00:52:44:12,伊藤2,そうです。,,
,00:52:44:14,00:52:53:12,船曳2,,移動ができる金持ちは3倍金持ちになりましたね。 あることで、そういう金持ちが来るようなところにずっと行ってるんです。30年ぐらいね。,
,00:52:53:14,00:53:00:04,船曳2,,あることで、そういう金持ちが来るようなところにずっと行ってるんです。30年ぐらいね。 そこの人たちがもうコロナの頃,
,00:53:00:06,00:53:08:18,船曳2,,3倍ぐらい金持ちになった。 さっきもおっしゃってましたけど、毎年できる限り行こうって、何か意識して行こうとしてるって感じなんですか?,
,00:53:08:20,00:53:16:03,伊藤2,それもさっきもおっしゃってましたけどなんか毎年できる限り行こうって らしく意識していこうとしてるって感じなんですか海外に関しては はい はい ああああああああ,,
,00:53:16:05,00:53:19:03,船曳2,,最後。,
,00:53:19:05,00:53:24:15,船曳2,,はい、じゃあオッケンです。ありがとうございました。,
,00:53:24:17,00:53:34:07,伊藤2,ありがとうございます はい承知しました 確かにね資産バブルがあるから 行けばいい 金持ちは本当に金持ちになって うん すごいですね,,
,00:53:34:09,00:53:39:20,船曳2,,3倍?そうですね。それぐらいになっているでしょうか? そこの場所に、ニューヨークから前は、車で、,
,00:53:39:22,00:53:49:12,D2,,,そこの場所にニューヨークの前は車で。
,00:53:49:14,00:53:57:16,船曳2,,飛行機。 車の後ろで、子供が任天堂を6時間やっているのを見てる。,
,00:53:57:18,00:54:32:16,船曳2,,ちょっと贅沢だと思ったんだけど、 まあ、大変な虫じゃないから。 でもこれぐらいのかなって、 税額だと思ったんだけどって言ってみんなチャートに来ています。 いろんな格差の話も、もちろんボトンの下の話もあるんですけど、 上がどんどん上がってるから格差があってくる。 私として理解としてはありますけど、 HPは当然みんな平均値は移動しやすくなってはいるんですけど、 上がどんどん上がっていくからこそっていう。 その後でいっぱいありますね 日本の研究は,
,00:54:32:18,00:54:56:12,D2,,,週末。
,00:54:56:14,00:55:34:12,伊藤2,日本の社会学もそこのエリート研究 なって、まさに移動がかなりそこが象徴的な気がしているので。 2分半で話すと、 単なるニューヨークの大金持ちの息子のゲイカップだなと思っていたのが、 実は世界各地を飛び回って、コロナの前から、 それがあるところなんだなと思っていたので、 世界各地を飛び回って、そこを得意なところで、 YouTubeみたいなショックスとか何かの映像を作って、 それをうぶって仕事をしていて、実はうちの近くに、,,
,00:55:34:14,00:55:34:23,D2,,,実は。
