色選択,イン点,アウト点,スピーカーネーム,スピーカーAの文字起こし,スピーカーBの文字起こし,AやB以外
Gray,02:36:19:16,02:37:06:19,吉田,批判っていうと、なんとなく学生が引いちゃうところがあるので、僕は相対化っていうんですよね。 正面から見ると黒に見えるかもしれないけど、裏から見たら白かもしれないでしょう。 それを相対化する力ってんでしょう。 で、相対化するというのは、批判的に物事を見るってことでしょう。 批判的にものを見たら裏から見て、上から見ても下から見て見よう、それがある種教養でしょっていうふうに教えますよね。 そうじゃないと、つまり今の瞬間最大風速的に今だけ、ここだけの価値尺度に囚われちゃう。 それに取られると人間不信になる。 不自由になるばかりか、卑屈になってくるでしょう。 今この尺度しかなくて、そこに乗るか剃るかしか選択肢しかないと自分で尺度を作れる。 そうすると、人間って自由になるんだという方がいいじゃんっていうふうに言ってるんですけどね。 言ってるんですけどね。,,
,02:37:06:21,02:37:23:06,山本,,で自由になるようなものだというふうに日本なんですね。 ほんとそうですよね。 だからこう、自分の中に複数の複数の声を持つとか、複数の視線を持つっていうことを多分やっていると思うんですね。 若い子もね、持っているとは思うんだよ。 それの表し方がわからへんという感じというふうに思うんですけどね。,
,02:37:23:08,02:37:28:16,大津留,,,批判というと否定になって、その先に何か一緒に作るっていうところに。 自分を振り返りながら、批判は視点になってなかったかと。
,02:37:28:16,02:37:34:10,不明,,,っていうところにつないでいけない。
,02:37:36:19,02:37:37:15,山本,,なので振り返りながらです。,
,02:37:37:17,02:37:43:21,大津留,,,視点になってなかったんです。
,02:37:43:23,02:39:11:21,D,,,ありがとうございますも後半も結構いい感じの時間まで来てるんですが、ちょっと最後もまた歴史の話をグリグリと。 歴史の話もゆっくりと広がる中から、そういうものなんだと思っていただいているのが、ちょうど公会堂もそうですけれども、大阪商工会議所とか証券取引所も東京より先にあってですね、要は資本主義、日本の資本主義が大阪から始まってるみたいな言い方をしようと思えばできるということがあり、なんかこう来たから商人みたいな話を民主主義との立憲主義との対立軸がある という話もありましたけど。 何か大阪ならではの対立させない知恵みたいなのがあるのかなと思うんだが、そうなのかよくわかりません。 お答えしたんですけど、どうですか？これも大阪商人の研究とかがもし先行して、もし思い当たることがあれば聞いてみたい。 この後、福沢諭吉の話も全然今の段階で広まってるんですけど、何かそういう。 ちょっと歴史を振り返ってみてもいいから、もうないでしょうか。
Tan,02:39:11:23,02:40:32:06,山本,,いや、それね、水を差すようであれやけど、その神話やと思ってんのよね。 僕は。 それって確かにそういう例もあったし、それを大事な伝統として抱き続けてる人たちを全然邪魔するつもりはないから、その水をかけるつもりもないないんですけど、別にいろんな地域であるよ、そういう強い精神強い商人たちが金っていうパワーを持ってるわけだから、それで自分たちの自治権を伸ばしていくってことは、いろんな地域であるはずなんだけど、大阪は近代以降、大大阪の時代も力、特にマスメディア持っ てたから、言論の影響力が強かったから、大阪がそれで勝ち残っていったというか、その大阪イコール反骨精神で自由な商人文化っていう言論がいっぱいあったっていうことなんだっていうふうに私は理解してるんですよね。 だからその大阪のみならず、日本のいろんな都市部で、商人たちがフィランソロピー的にメディアを持ったり、クラブをつくったりやっていたっていうのはあるんだっていうふうに思いますね。 だから、そこで大阪らしさを出すなら全然邪魔をしないんだけど、別に出さ出すとこうケンミンショー的になるかなという感じはしますね。 違いますね。 確かに。,
Tan,02:40:32:06,02:40:33:05,D,,,はしますね。
Tan,02:40:33:07,02:40:49:19,吉田,でも商業と資本主義って違いません。 やっぱり。 で、とりわけ東京とか、あるいは他の札幌とか仙台と比べると、大阪って資本主義じゃなくてやっぱ飽きないなって感じがするのはなぜなんでしょう。,,
Tan,02:40:49:19,02:42:45:07,山本,,それはですね、あれですよ、私の先程の話に戻るんですけど、戦後のメディア文化が作ったものだというふうに私は思ってるんですよね。 つまり、その商人の合理性を何と言ったんやろう、人間と人間同士の付き合い、損して得とれみたいな商人の規範みたいなものっていうのが、やっぱりこう、特に私が関心を持って調べたのは、花とか箱とかの、どう言ったらいいんでしょうね。 タイトルが出てこないなと。 どてらい奴とか、そうそうそうそうそうそうそうそう。 あなたもいや、あなたも美千代さんが出てたあれなネタなぞとかっていうので、割と刷り込まれてるところがあるんじゃないかっていうふうに思いますね。 で、それと今、吉田さんがおっしゃられたこととつなげて言うと、そうは言っても、それは確かに僕は神話だ、メディアが作った神話だと思うんだけど、その神話に向けて実際に行動した人たちの蓄積っていうのは確かにあって。 うん。 だから大阪商人ってこういう問題や、ほんなら僕も私もこういうふうに、ある意味社会の中で演じて振る舞おうって思った人たちはたくさんいるから、そういった人たちが事後的に神話をなぞって商いの街を作っていくっていうのは、そこかしこにあるっていうふうに思うんですよね。 それは船場も近いですけど、船場の第1、小さい店でやってる、未だに残ってますけど、そういうところの商人さん達にも感じますもんね。 やっぱり商いしてる人と人の付き合いやってるんやって、ただ単にそのお金のやり取りじゃないっていうね、それはだからそれは確かに伝統と言えば伝統と言えるかなって思いますね。,
Tan,02:42:45:08,02:43:00:06,吉田,逆にでもそれが大阪のある種経済的な後進性になっちゃってるわけですよね。 非効率だから。 だから大阪が実は大阪らしさを目指せば目指すほど、東京と差が開くっていう逆説にならないですか？そうする。 東京、なるほどなるほどねと。,,
Tan,02:43:00:07,02:43:05:22,山本,,いや、だから先程の話に戻りますけど、JR大阪駅前が東京化しているのかということなんだと思いますね。 むしろむしろ今誰も船場を中心地と思わないんですよね。 町も。,
Tan,02:43:06:04,02:43:07:05,吉田,でも、同じ土俵で勝負すればするほど勝てなく。,,
Tan,02:43:07:05,02:43:14:09,山本,,勝てなくなってなくなる。,
Tan,02:43:14:09,02:43:23:06,吉田,それは明らかに東京なんかに勝てるはずないわけじゃないですか。 だったらなんで違う尺度で勝負しようとしないのかなというのが不思議ですね。,,
Tan,02:43:23:06,02:43:25:02,D,,,勝負しようとしないのかなと。
,02:43:25:04,02:43:41:23,山本,,かなっていう、確かにね。 だから2番の位置を一生懸命保持しようとすると3番、4番になっちゃうっていう典型例かなという気もしますけどね。 でも一番は目指せないし、というところが現代のちっちゃく。,
,02:43:42:01,02:44:01:02,大津留,,,ちっちゃくても何か他と違うってね。 地場産業、何かね、南の方あるじゃないですか。 工学部なんかはそこ。 連携をして、そこでしか作れない何かに技術的なサポートがあって、一緒に作り上げていくっていうのが、本当にその数では勝負できないけれども、ここしかないっていうのがね、何かこう。 光って。 っていうのもありかな。
,02:44:01:04,02:44:02:23,山本,,そうですね。,
,02:44:03:01,02:44:10:12,大津留,,,本当に数では勝負できない。 から、何か。
,02:44:10:14,02:44:11:17,吉田,中小企業、高付加価値の経済を目指すんだ、イタリアはそういうので来ているところがありますけどね。 そういう道もあるんじゃないかと思いますけど。,,
,02:44:11:18,02:44:15:11,大津留,,,しかてもというのも。
,02:44:15:12,02:44:28:15,吉田,ありかな。 中小企業、高付加価値の経済を目指すんだ、イタリアは。 そういうので来ているところがありますけどね。 道もあるんじゃないかと思うんですけど。,,
,02:44:28:17,02:44:42:03,山本,,ですけどね。確かに一番。確かにそうですね、結構ほら。,
,02:44:42:03,02:44:42:15,D,,,があるのが。
,02:44:42:15,02:45:08:00,山本,,織物系っていうか、繊維系はね。 伝統が強くて、昔の織り機が残ってたりするから、ここでしかおれないものがあるとかね。 タオルにしてもデニムにしても、そういうところはあって。 でもそれやると東京には勝てないけど、でもやっぱりそういう1本の尺度で競争するっていうよりは、別の物差しを作っていくっていうのの先陣を大阪が切っていただけると他人事ながら期待しておりますけど。 公会堂もそうですよね。,
,02:45:08:02,02:45:12:06,吉田,まさにそういう思いを持って作ったんじゃないですかって。 この公会堂はね。 岩本はそういう祈りを込めて私財を投資したんじゃない。,,
,02:45:12:07,02:45:13:03,山本,,ね。そう、そうですよね。,
,02:45:13:07,02:45:19:06,吉田,岩本は祈りを込めて私財を投資したんじゃないですかね。,,
,02:45:19:08,02:45:22:02,山本,,ほんと。そうですね。,
,02:45:22:04,02:46:11:05,D,,,ありがとうございます。 僕からの最後の質問というか、お寺さんにも出てきて、資本主義と民主主義を語る上で、もちろん悪い部分もある悪い部分というか、何が起こっているのかみたいなところもあると思うんですけど、僕が一番最近興味があるの。 マーケットという投票できる、投票できる、賭け事、なんでも賭け事にするマーケットが面白いなと思うんですけど、あのへんで、それこそ政治家の行動も。 民主主義と資本主義の緊張関係どころか、民主主義の資本主義化が完結したみたいな感じに見えるんですが。
,02:46:11:07,02:49:45:19,大津留,,,今、これまでもしマーケットのお金と票の話で済んでいればいいんですけども、インサイダー情報ですよね。 今一番問題になっているのは、特にトランプというのはインサイダー情報で私利私欲を満たすことが全く問題であると考えない人たちが、人の命を奪う、戦争をそういうことに使っていいのかっていう、そういう倫理的な側面から今立法活動を進んでいるので、多分何らかの規制は出てくるんじゃないかと思います。 共和党の議員も加わっているので、これ民主党、共和党の問題じゃなくて、やっぱりアメリカの価値の問題に関わってくる部分だから、マーケットがって話ではなくて、そのマーケットに関わっている人達の倫理観が問題になっているんだろうなと思います。 その倫理観というと、そこに挙げていただいているいくつかのアメリカ的なというか、アメリカが先頭を切ってやっているロビーイング、それからバックパックっていうのがポリティカルアクションコミッティーって言うんですね。 でも委員会でも何でもなくて、その政治が金に牛耳られることをなんとしてでも止めたいからどうするか。 小口の出資、小口の政治献金を集めて、それで大きな政治献金と対抗していこうっていう、本当は民主的なものとして始まったんですけども、それが今どうなってるかというと、もちろんそれは続いているんですけれども、そのスーパーPACっていうのは、その政治家が政治家に対して大口の献金をやりとりすることで、政治権力を拡大していくっていう、民主的でも何でもないものだけども、 扉を開いたのは開いてしまったっていう、そこから民主主義とは逆行するような動きが出てきてるし、そういうところで活躍するのが、これも法的には全く問題がないと言われるロビイストたちの活動ですよね。 登録をして、私は何時間をこの企業のために費やしているんですということを公表すれば、もうそれで道義的な責任というのは果たされているんであってそこで何を取引しようと、それは正当な政治過程の活動なんだと言ってしまえ ほどきれいなものではないですけども、そういう仕組みが中に入りながらアメリカの政治ってのが動いていて、それはちょっとこう踏み出せば非常に大きなネガティブな影響を一般の人達には及ぼすっていう、でも自由なんですよ。 自由なんですよ。 政治献金を規制しようとした時に、最高裁までいって、それがヒラリークリントンの時なんですね。 きれいなものではないですけども、そういう仕組みが中に入りながら、アメリカの政治っていうのが動いていて、それはちょっと。 そういうものを作る企業がそういう映画を作るのもこの言論の自由だ。 で通してしまってるのが今アメリカの社会なので。 アメリカ研究しながらも、こう、すごいジレンマですよね。 何が本当の人々にとっての民主主義なんだろうか。 すいません、経済からかなり離れてしまったんですけど。 反応なし。
,02:49:45:19,02:49:51:21,不明,,,んですけど。
,02:49:51:23,02:49:52:23,山本,,聞こえないから反応して。,
,02:49:53:00,02:49:54:02,大津留,,,反応なし。
,02:49:54:04,02:50:44:09,D,,,でいやいやと僕がどう思うでしょうということをしたらいいのかと言ったところでストップしていただければと思うんですけど、何か何か倫理的に何か。 最終的に回収される気もするし、それって単なるエリート主義では？みたいな批判もありそうな気がして。 要はトランプが悪いみたいな話をより踏み込むとどうなるんだろうなというのがあるというか、これからに向けてではないでしょうか。 というあたりで、何か後半戦の最後、エンディングの手前ぐらいまでてきたつもりなんです。 何か丸山さんとか言うわけですか。
,02:50:44:11,02:50:57:15,吉田,ちょっとそのストーリーに別に急に。 やっぱり日本の民主主義、これからどうしていったらいいのか、どうなのかということを、やっぱり皆さん気にしている方が考えたい。,,
,02:50:57:15,02:51:21:02,D,,,と思うんですね。 今の。 アメリカの場合は、僕なんかはどうしてもその宗教的なものがれて、むしろアメリカの場合は共同体的なものが宗教。
,02:51:21:04,02:51:33:14,吉田,っていう言葉を使わざるを。 という、ある種いわばば抽象化して言えばですけど、民主主義にもどこかが何か何らかの外部が必要だ。,,
,02:51:33:14,02:51:34:01,D,,,とすれば。
,02:51:34:07,02:51:35:09,吉田,それを支えるようなもの。,,
,02:51:35:09,02:51:42:05,不明,,,として宗教が。 そもそも一つの。
,02:51:42:07,02:51:46:10,吉田,外部が必要だ。,,
,02:51:46:12,02:51:51:01,D,,,民主主義の外部って何だろうかっていうこと。このような。
,02:51:51:03,02:51:57:18,吉田,問いを一つにしたいなと思いました。ことを、そういう時にははむしろ。,,
,02:51:57:20,02:52:17:02,D,,,仏教的なものではなかったですね。 ある程度良くも悪くも、それこそ曖昧な要素を参加できずに曖昧な日本の私は、中庸が何となくどこか。 維持されているような感じが完璧に私はそのことが何とか。
,02:52:17:02,02:52:19:17,吉田,余地があるとか思いつつも、ちょっと。,,
,02:52:19:17,02:52:24:20,D,,,漠然と、いや、でもやっぱりどんどんアメリカの後を追いかけていまして、そういう。
,02:52:24:20,02:52:30:11,不明,,,ようなところを思いながら、ずっと30分ぐらいはお3方のお話をお聞きしていたんですけど。
,02:52:30:12,02:52:35:21,吉田,一つ端から民主主義でどこか抑制するという抽象論。,,
,02:52:35:21,02:52:42:19,不明,,,として、何かその時に日本的な民主主義、どうしたらやっぱり。
,02:52:42:21,02:52:47:13,吉田,くじ引きで、なるほど吉田さんの言われるような。,,
,02:52:47:15,02:52:53:00,D,,,くじ引きっていう言い方をする言い方がいいのかどうか分かりませんけれども。
,02:52:53:00,02:52:53:21,吉田,交代制みたい。,,
,02:52:53:21,02:53:05:12,不明,,,なことでもあり得るのか。 ちょっとその辺のところをざっくばらんにお3方から最後したいなと。
,02:53:05:14,02:53:07:11,吉田,頭の考えています。,,
,02:53:07:13,02:53:12:22,山本,,僕は制度の話はあんまりできないから、先にじゃ。,
,02:53:13:00,02:53:17:05,D,,,その中方でちょっとちょっと。
Forest,02:53:17:07,02:55:37:10,山本,,その制度を支える何かみたいな話は、これまでの私たちのクロストークでも何度か出てきたっていうふうに思いますけど、例えばアメリカだったらそれは宗教だったのかもしれないし、制度としての民主主義を何が支えていくのかっていうときに、それはやっぱりアメリカだったら衆愚だったかもしれないけど、やっぱり精神だったり、それは倫理、倫理っていう言い方してもいいかもしれないけれど、その私のことだったら精神なんだっていうふうに思うんですよね。 それ言うと気持ちの問題ですかと。 気持ちの問題、気持ちの問題の話、してませんよって言われることも多いんだけど、それが何で常に民主主義の外部として民主主義を方向付けていくものなんだっていうふうに私は思っているんですよね。 つまり、その一言で言うと、どういう社会に生きたいかっていうことなんだっていうふうに思います。 一回だけの人生をどういうふうに楽しく、でも楽しくなくてもいいけど、どういうふうな社会に生きたいかって思う、その方向性。 だから昔の言葉で言うと、理想とかになるんだと思いますけど、そのゴールじゃなくて方向性ですね。 その方向性っていうのが民主主義の外部として民主主義を方向づけていくんだっていうふうに理解してるんですね。 それで言うと、じゃあ今の日本はどっちに向かっていくのかってことですけど、それをね。 もう先程私は自嘲気味にこういうことを言うと、気持ちの問題ですねって実写化されるっていうふうに言いましたけど、それをその、この問題を経済の言葉以外で語れなくなってしまってるっていうのが、日本の民主主義の現在地の問題点じゃないかなっていうふうに思いますね。 つまり、方向性も経済の言葉でしか語れないし、安定についても経済の言葉でしか語れない。 語れないっていうほどじゃなくて、実際は語る言葉は持ってると思うけど、何かそれが通用しないように思っちゃうっていう、そういう状態が問題じゃないのかしらって。 だからその外部はあるんだけど、うまく機能しないっていうところが問題じゃなかろうかっていうふうに思いますかね。 て。,
Forest,02:55:37:12,02:57:04:12,吉田,聖書はこの世界は神が創りたものだって書いてあるわけですね。 だから古事記を読むと、この世界には神神がいたっていうふうに書いてあるんですよね。 だから。 丸山真男的に言えば、日本で作為というものがなぜないのかっていう説明にもなると思うんですけど、民主主義って何かというと、いろいろな定義があると思うんですが、やっぱり人間はみんな平等だという考えなんだと思うんです。 これは人権と言ってもいいかもしれませんけれども、なぜ人に権利があるからあるかというみなされているかというと、神が人間を作ったからですね。 第三者の視点があって、で、初めてその二人の関係というのは対等、この人からみたらっていう形で人権思想っていうのができてくるわけですよね。 そう考えると、物にね、別に神話がどうとか、聖書に何が書いてあるかを別として、目の前にいる人間は見た目が違うかもしれないし、貧乏人かもしれないし、金持ちかもしれないし、若者かもしれないし、属性は違うんだけど、でも人間である限りは同じ存在なんだという世界観、人間観があるかどうかが、やっぱり民主主義を 駆動するための絶対条件だと僕は信じてますけど。 僕は信じてます。,,
Blue,02:57:04:14,02:58:40:09,大津留,,,私なんかほんとに自分の周りの話しかできないんですけども、ずっと教育者として過ごしてきて、じゃあどういうふうに目の前にいる学生に日本の民主主義を支えていくような人間になってもらえるのかっていうと、元に戻るんですけど、やっぱりこう話をする、意見を交わら合うという、そういう経験ができる場を少しでもこう維持していくっていう、そういう責任があるんじゃないのかなと思ってるんですね。 米宗教と言われるんですけども、神の話だけではなくてプロテスタントなんですね。 そうすると、ヤスさんとの教会って、お祈りするだけではなくて、委員会作って社会活動をするん。 でそこでこう平等な関係性というのがこうできるんだけども、みんなで一つの目標に向かって共同作業を行っていくというのができる。 そういうものがある意味、このアメリカの民主主義とパラレルに存在をしていて、政治過程ではないところで、実はみんな政治をやっている。 リーダーシップを取る、フォロワーシップが生まれる。 そこでこう反対意見も言う。 そういうものがあって、民主主義っていうのがうまく動いていった。 そういうものを日本でもここでキープしていこうと思ったら、もっとこう、市民社会のところに活躍できるような子たちを育てていって、政治家にならないと政治ができないんではなくて、社会のいろんなところで政治的な行動ができるようにしていければ。
,02:58:40:11,02:58:55:10,山本,,政治的な。 そうですねね、本物の企業とかのプレゼンとか、ブレインストーミングとかでもそういうことになってるはずだと思うんやけど、当事者は多分そう思ってないのかしら。 わからんけど。,
Purple,02:58:55:12,02:59:00:13,不明,,,高校生っておっしゃった話は。
Purple,02:59:00:15,02:59:10:11,D,,,それこそサブカルチャーで。
Purple,02:59:10:13,02:59:22:05,吉田,歌謡曲みたいなものでも、国民的にある種の方向性が違う雰囲気を作っていて、それがある程度80年代まではなんとか。,,
Purple,02:59:22:06,02:59:24:13,山本,,そうだと思いますよね。,
Purple,02:59:24:15,02:59:27:06,吉田,方向性を示す。,,
Purple,02:59:27:08,02:59:31:18,不明,,,が、それが。
Purple,02:59:31:20,02:59:38:19,吉田,私みたいな。,,
Purple,02:59:38:21,03:00:05:07,山本,,そうですね。 サブカルチャーである時期まで、つまりテレビや新聞が強かった時代で、多くの人が同じものを見てるような時代のサブカルチャーと、現代みたいに本当に多様化して小さい島をみんなで作りやってる時代のサブカルチャーじゃちょっと議論のレベルが変わってくるっていうのは間違いなくて。 昔だったら言うたら教科書レベルでみんなが知ってる作品っていっぱいあるわけですね。 今も部分的に存在すると思いますけど、それがいわゆる教科書レベルって言いましたけど、私たちの規範形成につながってたわけですね。 つまり、手塚治虫読んで絶対読んでて、なんか社会は進歩するって絶対に思うとかね。,
,00:00:00:00,00:00:10:02,,,,--- 28s GAP ---
,03:00:33:15,03:02:14:17,山本,,未来はいいもんだって思うとか、科学はいいもんだって思うとか、あるいはそういうなパーティを作って敵を倒すことができるんだとかね。 そういうサブカルチャーによる規範形成っていうものが、今やもうそういう規範的な物語って面白くないって思われるんだっていう風に思います。 もっとどぎつくて、もっと短いタイミングで面白くてっていうようなね、そういう、そこもサブカルチャーによる規範形成も、それこそ悪いけど、作家性というよりは資本のパワーで塗り込められてるように私なんかには見えてしまいますね。 いかにうまく話をつないで、いかにビュー数をとっていくのかっていうところに特化していた職人集団がいっぱい育ってるけど、では作家性とかって言われるかつての言葉で作家性と呼んでたような癖のある表現者表現者や監督たち、いったいどれぐらい私たちの社会が抱えてるんだろうって思います。 それは炭鉱のカナリア理論でいくと、あの人たちが制作者の質が下がったとかじゃなくて、私たちの社会の代表なんだっていうふうに私は捉える立場なんですけれどもね。 まあ確かに大衆文化、サブカルチャーのいいところっていうのは、昔から同じ物語構造を手を変え品を変え、やり続けるっていうところで、義侠心の持った悪とかね。 最後は必ず問題解決してくれる探偵とか、そういったものを一生懸命やり続けてるんですけど、どうたらんでしょうね。,
,03:02:14:19,03:02:47:12,吉田,幅とかは変わってるかもしれませんけどそこで物語性が求めてるっていう意味では変わってなくて、その物語であるためには何らかの善なる規範が示されてるって言ってるのは変わらないんじゃないかと僕はいつも思うんですけど、そうでも。 みんな主観で喋ってる。,,
,03:02:47:12,03:02:49:14,D,,,思うんですけど。
,03:02:49:16,03:04:16:07,山本,,これは本当に主観になるんだけど、いろんな作品を見てて、しみじみとこの社会のでもこれ主観へんからやめとこかな、しみじみと。 しみじみと。 俺が自分が生きてるこの社会を表してる登場人物だなとか。 こういう顔の悪い奴いるなとかって思うことって、自分が年老いたってことなんかもしれないけど、減ってきたって思うんですよね。 面白いは本当によくできてるなって思うけど、何かそれを見て、じゃあ明日私が職場で何か職場で働く山本の内面が少し揺さぶられたり変わったりしたのかっていうと、あんまりそんなことってないんですよね。 本当によくできた、いいものにしてもらった。 ありがとう、楽しかった、じゃあ次になっちゃう。 何か思う？そうか、世界のそうか、覗いたようなね。 それでもやっぱり主観やね。 主観やね。 すいません。 そういうもんだろうと。 うん。 でも物語性は今も機能してるけれども、どうだろうね。 やっぱり成長とか自分が成長して勝つっていう物語は今もいっぱいあるんですよ。 一生懸命。 別に刃から何からね。 でもそれがどうだろうね。 私たち自分の所属している集団に何か還元されるような勝ち方っていう感じはあんまりしてないし。 ないですけど。,
,03:04:16:09,03:04:21:03,吉田,それはそうですよね。それは個人化してるので。,,
,03:04:21:05,03:04:50:03,山本,,かなという気がしますね。 だからものすごく分かりやすく言うと、最後最後に桃太郎が財宝を持って帰ってきてくれて、みんな豊かになりましたみたいな。 物語ってもリアリティ持てないっていうか。 個人が勝っていく物語、ヒーローヒロインの勝利の物語にどうしても見えちゃうっていうところはあるかな。,
,03:04:50:05,03:04:54:06,吉田,別の場にしたので。 例えば誕生で母親が死ぬんだけど、なんで好き人間になりなさいって言うわけじゃないですかね。 彼の仲間と一緒に鬼退治をするわけじゃないですか。 そこにやっぱり規範性はありますよね。,,
,03:04:54:08,03:05:13:05,山本,,そうだと思いますよ。 それはつまり、悪を倒すという規範性はもちろんあるんだけれど、じゃあなるね、あの結末は。 最後数10年後、みんな戦ってくれた人たちありがとうみたいな感じで終わって、結局あの戦いって何やってんやろうっていうところの意味づけとかが、僕はものすごく弱いって思ってるんですよね。,
,03:05:13:06,03:05:28:21,吉田,んだよね。 シチュエーションものっぽいですよね。ですからね。,,
,03:05:28:23,03:05:59:09,山本,,なんで戦ってたになったっけ？みたいなね。 それ言い出したら、もうそれに出したらもう全部物語。 っていうところ。 あれは徹底して鬼を殺し続けるっていうことだけは殲滅し尽くしたいという欲望は何か感じましたけどね。 でもそれは各論になりますから。 すみません。 なんで戦ってたのか。,
,03:05:59:11,03:06:01:07,吉田,ものっぽい。,,
,03:06:01:09,03:06:17:04,山本,,っていうところ。 あと、あれは徹底して鬼を殺し続けるってことだけは殲滅し尽くしたいという欲望は何か感じましたけど、でもそれは各論になりますから。 すいません。,
,03:06:17:06,03:06:21:17,D,,,を作るぐらいのことではなかなか評価されないですかね。
,03:06:21:19,03:06:27:21,不明,,,そういうのもあるのか。
,03:06:27:23,03:06:30:07,D,,,なとかなんとか、そういう。
,03:06:30:09,03:06:34:06,不明,,,ことはいいんだと思うんです。今は。
,03:06:34:08,03:06:50:12,D,,,小さな意味意味じゃなくて、こぼれ落ちているようなところがもう少しそれこそ方法として、それこそさっき相対化という言い方をされましたけども、相対化したい。
,03:06:50:14,03:06:55:13,不明,,,という方は、それこそどこかまだ残ってるかな。
,03:06:55:15,03:06:56:11,D,,,何か何らかの。
,03:06:56:11,03:07:02:13,不明,,,形でこの国というかでもいいんですけど。
,03:07:02:15,03:07:13:18,D,,,少し激しくアメリカのように比較的こう振り子のように振れるわけがないような言い方が。 ちょっと少しそういう希望があるかもしれませ。
,03:07:13:18,03:07:22:08,吉田,最後思ってしまったんですけど、むしろ希望がなくなってきました。,,
,03:07:22:10,03:07:35:17,D,,,じゃあ、ちょっとあれですかね、そろそろ劇場の方で少し歩いてまとめる方向で見ながらできればいい。
,03:07:35:18,03:07:36:22,山本,,ダイソーのやつやってるんです。,
,03:07:37:01,03:07:59:22,D,,,それはつけたままで。 終わらせないようにぐらいはOKに向けて。 考えて。
,03:08:00:00,03:08:01:22,山本,,新仮面ライダーじゃなくそうでしたね。 確かにあのさはサブカルっていう感じんですか？でも先生のおっしゃる通りで、物語じゃないから前世なり規範性なりはというのはまさにその通りだと。,
,03:08:02:00,03:08:18:12,D,,,を買います。 ほとんどの。 大通りの真ん中あたりで。
,03:08:18:14,03:08:24:03,不明,,,展開して。
Gray,03:08:24:05,03:08:34:02,吉田,でもね、本当人間って面白くて、やっぱり吉本有名な人間は善意にしか感染しないって書いてましたけど、そこは変わらないんだなっていう感じがするんです。,,
,03:08:34:04,03:08:35:06,山本,,そこは絶対っていう感じがする。 たしかに確かにそうですね。 何か前世がないと、それこそ金を払ってみたいと思うもの。 大隅先生すいません、しどろもどろですいませんでしたか。 全然何か何か途中で、途中で変な感じで話挟んだなと思って。 何回かあったりしません。,
,03:08:35:08,03:08:39:09,吉田,新カメラ。,,
,03:08:39:11,03:08:47:22,山本,,内緒。,
,03:08:48:00,03:09:00:05,吉田,そうですね。 微妙なすごく微妙な空模様ですけど、もうすぐ1年なんです。 あそこからしかありません。 先生だけの。,,
,03:09:00:05,03:09:24:12,山本,,うん、ぎりぎり持ちこたえたって感じ。 ます。そこそこ御堂筋線だけかっ。,
,03:09:24:14,03:09:29:09,大津留,,,けど惰性でなんですけど、終点だったので幸せだったんですよ。それが年。 延びて。
,03:09:29:09,03:09:36:03,山本,,それがあそこから上まで延びちゃったから座れなくなっちゃうって。,
,03:09:36:05,03:09:37:06,大津留,,,にならなくてよかったです。
,03:09:37:07,03:09:37:15,吉田,そっかそっか。,,
,03:09:37:17,03:09:41:06,大津留,,,よくらいはきたような気がする。
,03:09:41:08,03:09:44:10,山本,,向かって。,
,03:09:44:12,03:09:48:23,吉田,真ん中ですかね。,,
,03:09:49:01,03:09:53:09,大津留,,,なんですから、そこから。
,03:09:53:11,03:09:54:10,山本,,御堂筋線だけでは。,
,03:09:54:15,03:10:01:00,大津留,,,御堂筋線なんですけど、終点だったので始発だったんですよ。それが。
,03:10:01:01,03:10:03:11,山本,,なるほど。なるべくちょっと体を開きながらでも喋ってるとペースを崩さ。,
,03:10:03:11,03:10:30:17,D,,,なっちゃうんですね。そうかそうか。 であって、向かって流れて。
,03:10:30:19,03:10:32:06,吉田,こないだ先生によもやまです。 あそこにこんなことってあります？コンラッドホテルあるじゃないですか。 そこでお呼ばれで2日間。 2日間缶詰めに。,,
,03:10:32:08,03:10:34:00,大津留,,,つもりですね。
,03:10:34:02,03:10:40:10,吉田,こんなアデナウアー財団っていうのがあるんですよ。 あれなんて西ドイツの首相で。 なので、キリスト教民主主義政党系の財団というか、シンクタンクみたいになって、多分年度末で金余ったから。,,
,03:10:40:12,03:10:46:06,山本,,缶詰になるんですか。 何か書いたのか。 なんで次の。 ありますありません。 ホテルでしょう。,
,03:10:46:06,03:10:51:00,D,,,について来ていただきながらのスペースで。
,03:10:51:02,03:10:58:00,山本,,この後懇親会。楽しみにしていたんです。どこ行くやですね。,
,03:10:58:02,03:11:01:17,吉田,で。 まあね、こんなんでこんなんでアメリカのちょっと下品なんですけどさ、山本さんだからあれなんですけど。 全部禁煙なんですね。 昔から悪い癖で、浴室の。,,
,03:11:01:17,03:11:04:12,山本,,換気扇の下でここなら大丈夫よかろうと。,
,03:11:04:14,03:11:10:00,吉田,換気扇の下だったらバレないっていうのがあったんですよ。 経験則がバレて、今回チェックアウトする時に吉田様ありがとうございます。 ところでって言われて3万円払ってください。,,
,03:11:10:00,03:11:11:18,D,,,なって案内を。
,03:11:11:20,03:11:12:17,山本,,書いたのは。,
,03:11:12:19,03:11:46:19,吉田,たのは事実だからなと思って。 まあ作家にあるんでしょうね。 あれにすちゃダメって書いてあるから、それは好きだったのでしょうがないんですけど、何かいい作品が。 そう、結局高い何か高い高い経験。,,
,03:11:46:21,03:11:49:04,山本,,これは5年。 ない。 しょうがないけど、やっぱり借金が飛ぶなあ。 それを。 それが。,
