色選択,イン点,アウト点,スピーカーネーム,スピーカーAの文字起こし,スピーカーBの文字起こし,AやB以外
,00:36:09:15,00:36:32:07,吉田2,その通りですね いいお気がついてしまった 不毛な感じで話が終わってしまった気がします じゃあ戻りましょう 収録は以上です 帰り道もですね どっちに帰りますか? ヨドヤ橋行くんですけど 新大阪出るにはどうしたらいいですか? ヨドヤ橋から 水道筋線で,,
,00:36:32:09,00:36:38:04,吉田2,水道筋線で 新幹線の 帰り道も少しそのまま収録しましょう せっかくなんで,,
,00:36:38:06,00:36:52:21,D2,,,で、ので、もし話が大阪な話になったならで。
,00:36:52:23,00:37:01:22,D2,,,この感情の。
,00:37:02:00,00:37:06:14,D2,,,感情をそんなに違うって。
,00:37:06:16,00:37:09:17,山田2,,どうなんでしょう?,
,00:37:09:19,00:37:55:13,吉田2,でも関東と比べるとやっぱり人の距離って近しいと思いますよ 大阪の方は 本当はアメちゃんいるみたいなおばさんいますからね本当に アメちゃんいっぱいいますね そう 僕ねなんで関西大阪好きかというとやっぱりねなんか海外に近いんですよ 僕フランスでマクドナルドはマクドって言うんですよ マックじゃないんですよそういうところも似てたりするんですけど 人と人との距離って大阪関西って言っても色々ありますけど京都は全然違いますけど 大阪って近いなっていつも感じるだからすごい好きなんですけど,,
,00:37:55:15,00:38:02:10,山田2,,どうなんだろう 大阪を相対化できてないかもしれません私 と比べたら明らかに,
,00:38:02:12,00:38:19:05,吉田2,東京と比べたら明らかに アベちゃんおばちゃんは大阪にしかいないでしょ アベにまずちゃんをつけないですよね 確かに、確かに。なんでちゃんをつけるんだっていう。 それはそう感じます。,,
,00:38:19:07,00:38:23:03,吉田2,それはそう感じます。,,
,00:38:23:05,00:38:32:21,山田2,,そうかもしれません。私の周りでもアメちゃんおばちゃんがいない気がする,
,00:38:32:23,00:38:47:11,吉田2,なんかそこがだからねあの東京の人っていつも気取っててっていう風にあの 大阪の人から見ると言われるあれでしょうしそうつまりもっとあの,,
,00:38:47:13,00:38:53:17,吉田2,言うと人の関係はフラットなんですよ うん,,
,00:38:53:18,00:39:34:06,吉田2,だから同じ人間、あなたもどこの人か、どこの社員さんか、どれぐらい偉いか分からないけど、人は人でしょっていう目線があると、逆に安心して相手とコミュニケートしてつながれるのかもしれないなっていうふうには思っております。 大阪の話,,
,00:39:34:08,00:39:44:23,山田2,,大阪の話 大阪…何でしょうね、私がやっぱりなんかあんまり大阪的なものを… あれなのかもしれません。,
,00:39:45:01,00:39:47:15,吉田2,当然だという風に 当然というか,,
,00:39:47:17,00:39:52:04,山田2,,当然っていうか、そんなに飴ちゃん配らないので…,
,00:39:52:06,00:39:55:13,山田2,,そんなに。,
,00:39:55:15,00:39:57:00,吉田2,そういうタイプではない そうですね,,
,00:39:57:02,00:39:59:16,山田2,,そうですね。私の周りにも飴ちゃん配るタイプがいなくて、,
,00:39:59:18,00:40:09:02,山田2,,あんまり大阪的なものじゃないかもしれません 自分の成り立っているものが,
,00:40:09:04,00:40:34:10,吉田2,日本でいてすごく何がやっている みんな無関心なんですよ他人に対して そこら辺で乗ったれじんでても 誰も気にしないだろうっていう感じがするんですよ 外国だと普段は介入してこないんだけど 困ってたら必ず何か助けてくれるだろうっていう,,
,00:40:34:12,00:40:46:05,吉田2,安心感があるんですよ それねなんか大阪にあるんです それはだからみんなうざいからそうなるかもしれないですけど 人に関係を持つ だから場合によっては踏み込んでくるんですけど,,
,00:40:46:06,00:40:54:09,吉田2,そっちの方がやっぱり安心して暮らせる社会だなというふうに思うんです,,
,00:40:54:11,00:40:57:19,山田2,,なんか東京はそれはないですか?,
,00:40:57:21,00:41:10:12,吉田2,ないですねだからどんどんなくなっている 一部下町とかそういうのはでもそういうのも 多分時間の問題なくなるのも時間の問題だと思いますけど かろうじて大阪はやっぱりありますよね,,
,00:41:10:14,00:41:23:02,山田2,,かろうじてね、大阪はやっぱりあります。 なんかでも、大阪は大阪で、なんていうんやろ、なんかその… だってでも、人身事故とかだと、 悪態ついてますよ、迷惑かけてみたいな。,
,00:41:23:04,00:41:30:12,吉田2,ああいいじゃないですか 迷惑かけて 人が死ぬ時まで人に迷惑かけな みたいなことを,,
,00:41:30:14,00:41:33:19,吉田2,みたいなことを イライラして なるほどね,,
,00:41:33:21,00:41:42:06,吉田2,なるほどね で金さんに突っかかって そんなに温かいというか,,
,00:41:42:07,00:41:48:03,山田2,,なんか割と冷たいところが冷たいっていう,
,00:41:48:05,00:41:56:18,吉田2,でもそんなこと言うなよっていう人いるんじゃないですか そんな悪態ついてたら 人が死になるんだからそんな失礼なこと言うべきじゃないじゃないかって 誰かが言いそう,,
,00:41:56:20,00:41:58:02,吉田2,誰かが言いそう 言えますかね,,
,00:41:58:04,00:42:05:22,山田2,,言いますかね。どうだろう。 やっぱ私、ディープ大阪じゃないんだと思います。 なるほど。大阪もいろいろ。,
,00:42:06:00,00:42:10:08,吉田2,なるほどね 大阪もいろいろっていうことなんね,,
,00:42:10:10,00:42:16:02,山田2,,なんか、シーンってしてる感じのイメージですね。 時計悪態につく人すらいない。,
,00:42:16:04,00:42:19:19,吉田2,ないんですか。,,
,00:42:19:21,00:42:30:20,吉田2,みんなこんなとこで死にやがってっていう風に 妄想しながら口に出さないっていう,,
,00:42:30:22,00:42:50:04,吉田2,そっちの方が不健全だとやっぱり僕はどちらかといえば思いますけどね 感じてることを口にできないっていうのはやっぱり人間を損ないます,,
,00:42:50:06,00:42:54:23,吉田2,大阪もいろいろだなぁ,,
,00:42:55:00,00:43:13:07,山田2,,むしろディープ大阪の人に会うと 自分が構えちゃうかもしれません どうしようってなっちゃうかもしれない,
,00:43:13:09,00:43:20:09,吉田2,そうなんだでもそういうウェルビーング業界ってもうそこまで行ってるんですね,,
,00:43:20:11,00:43:22:05,山田2,,今本当にウェルビングどうにかしないといけませんよ,
,00:43:22:07,00:43:22:23,吉田2,し。,,
,00:43:23:00,00:43:26:22,山田2,,っていう話を ちょっとまた別のところでしてましたけど,
,00:43:27:00,00:43:40:10,山田2,,なんか 何かができないとか いろんな人生の苦難とか 全部漂白されちゃう感じがすごくて,
,00:43:40:10,00:43:42:21,吉田2,が外。,,
,00:43:42:23,00:43:45:18,山田2,,本当に 社会全体を良くするというより,
,00:43:45:19,00:43:47:01,吉田2,社会全体を良くするというより,,
,00:43:47:03,00:43:55:13,山田2,,個々人の主観的幸福を最大化するみたいなことなので,
,00:43:55:15,00:44:01:00,山田2,,そこについて来れないとか乗って来れない人のことは もう完全に置いてきぼりで,
,00:44:01:02,00:44:07:14,吉田2,ザギバーっていう僕の好きなディストピア小説があるんですけどね,,
,00:44:07:16,00:44:14:05,吉田2,これってまさに薬を飲んで 毎日楽しく悲しくならないようにしましょうっていう,,
,00:44:14:07,00:44:22:23,吉田2,街が出てくるんですよ ザギバーっていうですね,,
,00:44:23:00,00:44:32:06,吉田2,ザギバーっていうですね 映画にもなっているんですけど小説で そういう人工的な街があって,,
,00:44:32:08,00:44:57:14,吉田2,そもそも欠陥を抱えた人間っていうのは 生まないような仕組みになっていて お父さんお母さん絵に描いたような家族がいて 子供がある時なんかおかしいなって気がつくんですよ その息子が。で、町の外に出ちゃいけないんだけど、町の外に出て、,,
,00:44:57:16,00:45:13:16,吉田2,賢者みたいな老人がいるんですけど、彼と出会って、その外に出てく勇気を授かるっていう小説なんですけど、 まあね、このまま行くと本当にディストピアですよ。,,
,00:45:13:18,00:45:18:20,山田2,,もうすでに結構なってますね 本当にいつもハッピーじゃないといけないし,
,00:45:18:22,00:45:23:17,吉田2,なんか その 本当にエルフィングどうにかしないといけないと思う,,
,00:45:23:19,00:45:53:20,山田2,,最近はちょっと それって個人主義みたいなのに結びついていて 今日ちょっとポピュリズムの話があんまり出なかったんですけど そういうどんどんとポピュリズムって何か紙一重というかが思ってみたいな気がするので そこに話が行き着くんですかね 経済側からそっちに行っちゃうとポピュリズムが導入するというか どうでしょう 怒りだり個人の幸せを追求することこそだぜみたいな話が,
,00:45:53:22,00:45:59:14,D2,,,することを。
,00:45:59:16,00:46:31:00,吉田2,誘い出す一つの文脈とか状況だったりするんですよね どの国でもある種怒りがとか憎悪が政治を駆動させるようになっているのって こんなはずじゃなかったっていう はしごを外されている感とか相対的剥奪感っていうのが,,
,00:46:31:04,00:47:03:18,吉田2,はしごを外されている感とか相対的剥奪感っていうのが どの国でもやっぱり強くなっていて それは今までの社会の在り方とか制度がどんどん古くなっているっていうことだし その制度とか仕組みの中で人々を食わせられなくなっている あるいは希望を持たせられなくなっている ということの状況を説明すると思うんですけれども なのでやっぱり怒りが前面に出てきているんだなという感じはしますけどね,,
,00:47:03:20,00:47:08:18,吉田2,だから普通にこうやって生きなさいって 汗水だらして真面目に働いてきたのに,,
,00:47:08:20,00:47:24:09,吉田2,汗水だらして真面目に働いてきたのに 約束されたものが手に入らない それはみんな起こるよねっていうことだと思うんですよね ほとんど今の,,
,00:47:24:11,00:47:30:06,吉田2,ほとんど今の とりわけ日本で起きていることって それこそ社会学の相対的剥奪感と,,
,00:47:30:08,00:47:44:17,吉田2,社会心理学でいうところの構成世界仮説 これでほとんど説明できるような気がする,,
,00:47:44:19,00:48:12:14,吉田2,逆につまり今までの社会科学もそうなんですけど 今までいろいろ蓄積があって こういう現象とかこういうあり方を分類してみたり 体系立てて理屈つけて理論として作ってきたんですけど それがもう当てはまらなくて当てはまらないので 逆に社会心理学とかそういうものじゃないと,,
,00:48:12:14,00:48:21:21,吉田2,なんか説明がつかないような現象がたくさん出てきている感じはします僕は,,
,00:48:21:23,00:48:25:16,山田2,,なんか説明自体もミクロになっちゃうというか なんて言うんでしょうね,
,00:48:25:18,00:48:49:07,山田2,,なんて言うんでしょうね 全体的な社会の説明というのが 難しくなって そうですね,
,00:48:49:09,00:49:33:22,吉田2,それはねそれだけ社会がやっぱり誘導的になっているということの理由なんでしょうけど おそび 寒い!風が冷たい!,,
,00:49:34:00,00:49:56:06,吉田2,昼風にもなるんですよ、こっちは。 ありがとうございました。 お二人、長時間ありがとうございました。 編集するの大変ですよ。 でも寒さは、最後に日差しが出てきて、,,
,00:49:56:08,00:50:34:14,D2,,,最後、最後。
,00:50:34:16,00:51:05:10,不明,,,であって。
,00:51:05:12,00:51:32:05,D2,,,ですね。
,00:51:32:07,00:51:45:19,D2,,,一つの重要な。
,00:51:45:21,00:52:05:09,D2,,,面白い。面白い。
,00:52:05:11,00:52:34:07,D2,,,ああいうによ。
,00:52:34:09,00:53:11:09,D2,,,があります。
,00:53:11:11,00:53:11:18,D2,,,話。
