色選択,イン点,アウト点,スピーカーネーム,スピーカーAの文字起こし,スピーカーBの文字起こし,AやB以外
,00:36:01:13,00:36:08:11,吉田1,,結構戦後の地の在り方っていうのが変わってきたんじゃないかっていう印象は持ってるんですけどね,
,00:36:08:13,00:36:20:19,山田1,なんかだから批判しないのかなって思うところがすごいあって ケアを中心にした社会を構想するとか,,
,00:36:20:21,00:36:25:00,山田1,ケア倫理とかすごい今言われていると思うんですけど ケアが持っている権力性とかケアが持っている暴力性みたいな話を,,
,00:36:25:01,00:36:28:00,山田1,ケアが持っている権力性とかケアが持っている暴力性みたいな話を,,
,00:36:28:01,00:37:10:10,山田1,みんな忘れがちなのかなって最近思っているんですけど すごいそれが今大きな私の違和感としてあるところで だから今のよく言われているケア倫理とかケアを中心にした社会の構想というのに乗っかっていけないのは 本当にケアが持っている権力性とかコントロールしちゃうところとか 暴力的なところとか あるいはケア労働として 感情労働をまさにずっとしてきた人たちの 苦しみについてどうするつもりみたいなのがあって ケアがないとか ケアに満ちた社会って言うけど もうすでに満ちていて ケア労働の人どんだけしんどい思いをしてきたのか,,
,00:37:10:12,00:37:22:14,山田1,ケア労働の人どんだけしんどい思いをしてきたのか っていう議論抜きに 理想的なことだけ言っても 良くないっていう風に私は思っていて でも最近あんまりそういうこと言わないですよね,,
,00:37:22:16,00:37:29:12,吉田1,,ケアブームですからね、今ね。それこそが正義だみたいな感じになってますからね。,
,00:37:29:14,00:37:33:15,山田1,それがちょっと私は怖いなと思っているところではありますが,,
,00:37:33:17,00:37:38:05,吉田1,,思いやりとかケアってね、しなさいって言われてやるもんじゃないですもんね。,
,00:37:38:07,00:37:39:01,山田1,そうですね 死たいかどうかですね,,
,00:37:39:03,00:37:40:22,吉田1,,したいかどうかですもんね、本来的に。,
,00:37:41:00,00:37:52:17,山田1,私やっぱりそれを 労働としてきたのがこの20世紀なので やっぱりケアなんて 女子供の問題だみたいな風なことで,,
,00:37:52:19,00:38:23:07,山田1,ずっと家族主義というか家庭の中でやるものだとか 女性にそれが全部負担として 子どもの養育も介護も両方ケアは家庭の中でというのが中心だったと思うんですけど そうじゃなくてそれを社会化して介護保険サービスも作られましたし いろいろ専門職としていろんな保育士さんがいたりとか 看護師さんがいたりとかいろんな福祉の専門職も出てきたのが 1980年代ぐらいだと思うんですけど 私も社会福祉の国家資格持ってますけど,,
,00:38:23:09,00:38:37:14,山田1,そういうケアを家庭の外に出して 専門職化していくとかサービス化していくっていう時に だから一方でケアは,,
,00:38:37:16,00:39:36:05,山田1,ケアをどういうものとして考えるかっていう議論を 結構置き去りにしてきたっていうか 今もずっとそれが残っていて ケアなんか誰でもできるとか だから保育士さんの給料が安いまんまとか 保育士業界介護業界のお給料安いままでほっとかれてる ある種誰でもできるでしょうみたいな感じになってるのと 実際女性はずっとやってきたじゃないかみたいな 家庭のケアの延長線上に専門職であるにもかかわらず 誰でもできることだからっていうので 誰でもできる労働には賃金安くていいじゃんっていうので 安いまんまっていうのと 一方でケアはお金じゃないみたいな 尊い行いだから そんな高いお金払わなくていいっていうか 何者にも買えがたい無償の愛が一番尊いんだみたいなことがあって,,
,00:39:36:06,00:40:06:15,山田1,そういう意味でもケア労働にはお金が支払われないっていう両方があって ケアに関するすごい良化的なアンビバレントな評価がある中で ずっとそういうエッセンシャルワークっていうか そういう人を支える労働があったっていうのが 今もそれが続いてるっていうことですよね そこでいろんなことが起こってて なんていうのかな さっきのケアの暴力性とかいろいろありますけど,,
,00:40:06:17,00:40:43:05,山田1,さっきのケアの暴力性とかいろいろありますけど 権力性とかありますけど 一方で実際にケア労働の場にいる人は 全然権力持ってないっていうか すごい安い賃金で抑えられてて 自分で自立できないぐらい保育士さんとか それはだからずっと女性労働だったから メインで大黒柱の男性がいる補助的なパートでやってるとか 一人立ちしない想定で女性の労働としてずっとあり続けたっていうところで 賃金低いまんまみたいなところがあったりして そういう構造の中でケア労働のいろんな問題が今も続いてると思うんですよね,,
,00:40:43:07,00:40:52:16,山田1,それを抜きにしてケアに満ちた社会とかケア倫理とかって言っても,,
,00:40:52:18,00:41:05:22,山田1,なんかこう抽象的すぎて だからもうちょっとなんか実際ケアしてきた 労働としてきた人の話とかもちゃんと入れて,,
,00:41:06:00,00:41:26:03,山田1,労働としてきた人の話とかもちゃんと入れて 社会の構造っていうか労働と 労働としてやらない本当の家の中の無償の愛みたいな形でされるケアと どういうふうに配置してどう循環させるのかみたいなことって もうちょっと議論した方がいいんじゃないかなと思っているところなんですけど,,
,00:41:26:05,00:41:35:13,吉田1,,ロボットケアとか教育とかでもいいんですけど、介護でもいいんですけど、 ロボットで置き換えることって、技術的に可能であれば置き換えてもいいと思います?,
,00:41:35:15,00:41:36:09,山田1,技術的に持たれば置き換えてもいいと思います,,
,00:41:36:15,00:41:37:01,吉田1,,変えても。,
,00:41:37:01,00:42:01:02,山田1,なんかねそれそれであのそれ本当に今考えているところでなんかねあのちょうど私その反対のあの医学部と情報学部と工学部が一緒になっている組織があるんですけど そこの先生にちょうど一緒に考えてみたいなことを言われて,,
,00:42:01:04,00:42:04:22,山田1,一緒に考えて。,,
,00:42:05:00,00:42:10:00,山田1,この間センター長直々にいらっしゃって 私でいいんですかみたいになってたんですけど,,
,00:42:10:02,00:42:36:16,山田1,それで看護業界って全然デジタル的なものを受け付けないんだそうなんです ケアはやっぱり人間と人間の間ですべきものだから いくらAIが発達してもいくらロボットが開発されても ノーみたいな感じで 工学部の先生もおっしゃってましたけど 本当に浸透しないんだよねって言って,,
,00:42:36:18,00:42:51:12,山田1,いろいろ技術はあって開発されてるけど 企業さんもペイしないからって言ってもう撤退するとか そういうことが相次いでて 社会はロボットだしAIどんどんなってるのに,,
,00:42:51:14,00:42:58:12,山田1,看護業界は本当に画像が食えずれないっていうか,,
,00:42:58:12,00:43:03:05,吉田1,,なんでなんでしょうね 人間の面倒を見るのはやっぱり人間じゃなきゃいけないっていう規範が,
,00:43:03:06,00:43:15:13,山田1,やっぱりっていうのと やっぱりケアっていうのは愛情とかそういうのがあって なんかその機会なんかとんでもないみたいなことらしいです 動物っぽいですね,,
,00:43:15:15,00:43:20:00,吉田1,,動物っぽいですよね、そこはね。人間というよりですね。 感情として。,
,00:43:20:02,00:43:28:12,山田1,そうですね なんていうのか,,
,00:43:28:14,00:43:56:09,山田1,結構それで全然本当に企業さんが儲からないっていう話は聞きました すごい面白いところまで話が行ったんですけど ちょっと話戻しつつ 井上さんが言った感情っぽいところで さっきケアチームケア界隈が権力を持ってないっていうところで 要はシステムに組み込めない 要は政治に参加できないみたいなところだと思って なんか動物っぽいところと政治みたいな話が,,
,00:43:56:11,00:44:16:12,D1,,,みたいな。
,00:44:16:14,00:44:21:12,山田1,止まってない?私ちょっとお手洗いってもいいですか? 止めてもらって,,
,00:44:21:14,00:44:37:08,山田1,止めてもらって 外す 出発前に取り出て こんな感じでいいんですかね 全然面白いです ありがとうございます,,
,00:44:37:10,00:44:41:21,D1,,,ね。
,00:44:41:23,00:44:50:02,D1,,,今日のテーマ。
,00:44:50:04,00:44:56:21,D1,,,が。
,00:44:56:23,00:45:06:00,D1,,,いい。
,00:45:06:02,00:45:16:23,D1,,,腕。
,00:45:17:01,00:45:25:11,吉田1,,今は多めに喋っているので、大阪のおばあちゃんだったから。,
,00:45:25:13,00:45:28:12,山田1,結構多めに喋ってるんで、吉田さんもどんどんどんどんどん。,,
,00:45:28:14,00:45:35:05,D1,,,聞いた上で。
,00:45:35:07,00:45:41:12,吉田1,,丸山さんとか大阪までは、さすがに来れず。,
,00:45:41:14,00:47:47:10,D1,,,という。
,00:47:47:12,00:48:29:07,D1,,,もの。
,00:48:29:09,00:49:41:19,D1,,,が。
,00:49:41:21,00:49:50:04,D1,,,そうですね。
,00:49:50:06,00:49:52:09,D1,,,もし。
,00:49:52:11,00:50:26:22,D1,,,いけるのか。
,00:50:27:00,00:50:51:07,D1,,,そう。
,00:50:51:09,00:50:54:21,吉田1,,する。,
,00:50:54:23,00:51:01:12,D1,,,技術は。
,00:51:01:14,00:51:05:11,D1,,,この。
,00:51:05:12,00:51:10:18,D1,,,ようにしてるか。
,00:51:10:19,00:51:12:00,吉田1,,いろいろです。,
,00:51:12:02,00:51:23:23,D1,,,それ以外である。
,00:51:24:01,00:51:26:21,吉田1,,解けない問題を出しちゃったっていう気の感覚をして。,
,00:51:26:23,00:51:41:10,吉田1,,そう。大事故。 じゃあ、マイクつけて。 はい。 どちらか、パランがちょっと待って。 じゃあ、さっきみたいに。 歩いてる、喋ってる側にマイクが来る。,
,00:51:41:12,00:52:16:09,山田1,はいはい。,,
,00:52:16:11,00:52:19:15,D1,,,行けば。
,00:52:19:17,00:52:34:19,山田1,ちょっと寒くなっちゃいます 山田さんの名前を見たのは,,
,00:52:34:21,00:52:44:22,D1,,,山田さんの名前をですか？
,00:52:45:00,00:52:51:01,D1,,,感情資本主義の。
,00:52:51:03,00:52:51:18,山田1,いやそれでやっぱり,,
,00:52:51:18,00:53:00:07,D1,,,ます。僕ら。
,00:53:00:09,00:53:03:16,D1,,,だけ。
,00:53:03:18,00:53:05:09,山田1,必要な 面白いなってなったらすぐ,,
,00:53:05:11,00:53:06:21,D1,,,面白い。
,00:53:06:23,00:53:09:13,山田1,なので,,
,00:53:09:15,00:53:13:04,D1,,,はいますし行ってですね。
,00:53:13:04,00:53:15:04,山田1,やっぱりこう,,
,00:53:15:06,00:53:20:04,D1,,,最初にいい？
,00:53:20:06,00:53:23:21,D1,,,感じ。
,00:53:23:23,00:53:28:00,D1,,,の話面白そうです。心理的安全性が。
,00:53:28:01,00:53:29:06,山田1,そうですね。,,
,00:53:29:08,00:53:35:06,D1,,,あらゆる場所で。
,00:53:35:08,00:53:37:00,山田1,一方でアンガーマネジメントもそうですけど,,
,00:53:37:01,00:53:40:10,D1,,,アンガーマネジメント。
,00:53:40:12,00:53:49:07,山田1,多分この後は怒りも逆に 今優しさがテーマだったので 怒りもテーマにしてもらっていいかな じゃあまたさっきと一緒でですね ガンガンマネジメントなんかしたらね,,
,00:53:49:09,00:53:55:16,吉田1,,本当に人間で 何もありますよ その話を聞いて 怒りになって,
,00:53:55:18,00:53:59:14,吉田1,,怒りを抑える方がストレスだろう,
,00:53:59:16,00:54:00:05,吉田1,,そうですね,
,00:54:00:05,00:54:10:12,山田1,当然だな 3歳からガンガンマネジメントですよ うわひどい ひどい ひどい かわいそう,,
,00:54:10:14,00:54:14:17,吉田1,,かわいそう そういうこともした こういうのって人間の大事なものを,
,00:54:14:18,00:54:43:00,吉田1,,こういうのって人間の大事なものを そうですね 出口まで はい,
,00:54:43:01,00:54:52:08,吉田1,,怒れとか人間関係。,
,00:54:52:10,00:55:02:04,吉田1,,おかしい,
,00:55:02:06,00:55:03:05,山田1,あるいは相手を傷つけちゃったとか,,
,00:55:03:07,00:55:15:17,吉田1,,つけられたすごく敏感で すごい日本人の脆弱性を感じるんです だって外国からあちこちで喧嘩してるじゃないですか,
,00:55:15:19,00:55:35:23,吉田1,,タクシー運転手もいつも悪態ついてるし そういうのになれると なんで日本人はこんな貧困性でなきゃいけないなっていう 思い込みがあるのかすごい不思議なんです そうですよね なんか何でしょうね,
,00:55:36:01,00:56:06:10,山田1,大丈夫ですか? 大丈夫ですか?,,
,00:56:06:12,00:56:19:13,吉田1,,テストテスト,
,00:56:19:15,00:56:29:21,山田1,テストテスト テスト 聞こえてますか? 大丈夫です 大丈夫です すいません荷物持たれちゃって,,
,00:56:29:23,00:56:34:10,吉田1,,すいません荷物の じゃあ橋が立って,
,00:56:34:12,00:56:46:21,吉田1,,先生今日どちらからいらっしゃったんですか 昨日神戸で仕事あって 今日といったおさらに来るのも あーーーーー あはは,
,00:56:46:23,00:56:59:06,吉田1,,を僕は。,
,00:56:59:08,00:57:07:20,吉田1,,喜怒哀楽を持っているのが人間で、それを大事にしです。,
,00:57:07:22,00:57:13:10,山田1,不思議ですね,,
,00:57:13:12,00:57:17:17,山田1,けど。,,
,00:57:17:19,00:57:23:02,山田1,感情をコントロールして。,,
,00:57:23:04,00:57:41:10,山田1,何考えてるか分からなくなっちゃったとか ワークショップに来た人が言ってましたけど それ面白い ハラスメントの問題があると 怒りを予定するのかね,,
,00:57:41:12,00:57:50:13,山田1,コミュニケーションじゃなくて 昭和のおじさん的なコミュニケーションを取るなって言われてもしょうがないですね 僕昭和のおじさんだから,,
,00:57:50:15,00:57:52:19,吉田1,,昭和のおじさんなんだからしょうがないでしょ,
,00:57:52:21,00:57:57:11,山田1,だって昭和のおじさんなんだからしょうがないじゃんとしか言いようがない 先生みたいな情報になって,,
,00:57:57:12,00:58:03:08,山田1,本当にこの人の予防が飛ぶとか あれなら飛んでくるので,,
,00:58:03:10,00:58:18:22,山田1,そのまま怒りを出すなっていう研修がすごい ああああああああ,,
,00:58:19:00,00:58:41:17,山田1,しかも まあね 感情そのまま起こるんじゃなくて そうすると このまま育てると同じようなことが言われて 感情的に言うんじゃなくて 悟すとか叱るとか うまく叱るためには そうすると多分悪循環になっていって,,
,00:58:41:18,00:59:08:22,吉田1,,上手に叱る つまり怒らない そうすると怒らないっていう 怒られるっていう経験が少なくなる そうすると怒られることにすごくどんどん 敏感に脆弱になっていく そうすると怒りにくい環境がまたできていくっていう 感情を押しつぶしていく社会になっていく,
,00:59:08:22,00:59:09:12,山田1,そうですね。,,
,00:59:09:12,00:59:10:01,吉田1,,社会になっ。,
,00:59:10:01,00:59:18:07,山田1,それを今感情ミュート社会とかって この間白黄堂の人が言ってましたけど,,
,00:59:18:09,00:59:25:00,山田1,なんかそれで感情が邪魔だって思い出して,,
,00:59:25:01,00:59:27:15,吉田1,,感情に振り回されるのがすごく聞かれるとか,
,00:59:27:20,00:59:39:06,山田1,感情を出さないとか コントロールがうまくできているかどうかわからないから もう出さないみたいなことだったり,,
,00:59:39:07,00:59:44:05,山田1,コントロールしすぎて,,
,00:59:44:07,00:59:49:21,山田1,コントロールしすぎて 自分の感情がわからなくなっちゃったとか 相手から職場の人から,,
,00:59:49:23,00:59:55:12,山田1,相手から職場の人から あなた何考えてる人の声だよ 何考えてる人が見えないって言われちゃうとか,,
,00:59:55:14,00:59:58:06,山田1,何考えてる人が見えないって言われちゃうとか 無理ゲーですねそれね,,
,00:59:58:08,00:59:59:23,山田1,無理ゲーですねそれね,,
